country,program,FY1946,FY1947,FY1948,FY1949,FY1950,FY1951,FY1952,FY1953,FY1954,FY1955,FY1956,FY1957,FY1958,FY1959,FY1960,FY1961,FY1962,FY1963,FY1964,FY1965,FY1966,FY1967,FY1968,FY1969,FY1970,FY1971,FY1972,FY1973,FY1974,FY1975,FY1976,FY1976tq,FY1977,FY1978,FY1979,FY1980,FY1981,FY1982,FY1983,FY1984,FY1985,FY1986,FY1987,FY1988,FY1989,FY1990,FY1991,FY1992,FY1993,FY1994,FY1995,FY1996,FY1997,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010
Ecuador,Title II,,,,,,,,,,"1,345,466","1,311,373","1,264,432","3,068,671","4,837,826","1,791,787","5,301,376","12,233,874","13,232,730","25,017,271","12,288,855","8,752,802","9,541,972","6,656,742","13,217,290","7,433,486","7,963,658","9,293,622","9,714,369","12,467,830","11,622,673","6,697,248","312,261","3,602,181","6,604,485","6,938,617","2,051,888","4,925,489","4,793,169","3,429,925","4,995,150","1,133,422","2,978,119","6,760,948","2,719,416","1,068,858","516,997","880,287","4,355,297",,"4,246,560","300,337","969,444",,,"819,495",,,"1,906,472",,,"113,495","109,742",,"911,663",,"965,000"
Egypt,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,430,862","1,034,797","282,130",
Egypt,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"377,036",,"1,029,248","1,212,754","8,399,124","4,838,427","762,083","8,353,102"
Egypt,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,"116,513,089","57,533,609",,,,,,,,,,,"32,104,379","864,179,908","806,221,152","1,659,620,339","2,074,814,600","2,086,833,687","2,148,218,497","2,044,796,048","1,783,848,965","1,552,745,158","1,446,818,655","1,586,818,847","1,919,159,733","1,883,067,754","1,406,157,041","1,193,185,411","1,304,070,319","1,386,459,695","1,161,054,793","1,293,926,049","1,060,280,601","821,404,193","1,326,684,011","1,089,546,983","1,058,463,898","1,069,826,840","1,097,597,513","927,216,202","501,558,557","1,069,256,973","472,738,101","748,553,712","294,659,635","518,596,850","644,852,070","167,373,318","423,882,670","347,386,381"
Egypt,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,105,065","4,836,512",
Egypt,Inactive Programs,"90,371,574",,"10,908,824",,,"726,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"551,659","2,155,177","3,102,511","8,882,482","18,663,678","2,782,885"
Egypt,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202,916",,,,,,,,,,,"62,403",,"185,871","72,460","283,563",,,,,,,,,,,,,,,,"723,726","2,414,776"
Egypt,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244,677","410,574","1,679,560","303,738","898,869","3,090,150"
Egypt,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,201",,"72,862",,,,,,,"2,172,758","1,850,041","319,002","1,974,012","2,084,719","4,471,922","6,919,917","1,561,118","9,369,538","23,246,451","5,311,332","14,739,272","14,986,606"
Egypt,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,784,863",,"3,163,142",,,,,,,,,,,,,,,,,
Egypt,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,805","62,480","76,932","353,434","456,443","641,849","367,709","475,200","223,787","700,592","576,848","1,067,179","1,578,467","624,068","8,038,233","2,347,215","5,184,967","2,585,417"
Egypt,Other USAID Assistance,,,,,,,"2,793,974","88,494,636","22,376,051","287,929,625","17,047,849","4,425,511","6,137","12,094,565","126,022,383","13,547,962","129,329,529","222,079,731","7,960,041","12,847,440","8,205,752","4,240,877",,,,,"6,336,560",,,,"17,221,496",,,,,,,,,,,,,,"2,398,529","3,270,196","2,924,871","11,594","35,445",,"51,665",,,,,,"4,580,636","6,832,915","4,813,029","3,631,292","3,448,649","3,701,285","6,221,861","11,084,860","13,806,627","15,228,976"
Egypt,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164,703"
Egypt,Title I,,,,,,,,,,,"86,550,619",,,"205,002,880","218,598,068","286,274,325","664,124,607","451,638,831","484,425,345","474,238,102","89,716,224",,,,,,,,"35,881,365","357,226,267","643,254,772","45,138,705","583,944,960","499,505,846","593,525,757","674,428,107","586,367,724","527,651,403","459,606,059","441,842,919","385,165,385","382,972,742","328,783,464","254,321,930","240,732,981","297,620,243","237,989,623","58,562,395",,"7,274,065",,"9,092,874",,,,,,,,,,,,,,
Egypt,Title II,,,,,,,"5,587,947",,"4,746,435","158,092,201","114,745,138","1,896,648","3,682,405","53,820,815","48,975,523","133,123,452","258,076,492","112,765,874","50,603,117","58,092,771","53,063,864","62,552,930",,,,,,"3,238,123","12,464,053","43,755,945","14,032,330","3,403,953","34,722,174","34,762,494","57,615,992","38,113,580","62,292,694","64,317,081","32,435,745","25,465,035","23,800,067","11,653,586","6,640,860","4,365,029","1,899,302",,,,"4,473,060","25,539,617",,"804,046","3,651,411","5,065,417","583,347","1,378,451","403,918","4,811,233","2,765,252","2,693,276",,,,,,
El Salvador,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,304,137","13,137,346","17,801,488","18,037,313","10,959,637","7,583,457","8,183,909","8,762,163","7,593,955","80,303",,
El Salvador,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,101","75,443","1,347"
El Salvador,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,148,514","24,417,062","53,283,995","61,740,054","32,062,952","31,701,193","29,880,117","26,427,054","13,525,146","15,368,455","19,723,960","26,088,331"
El Salvador,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,511,727","96,616,186","231,602,715","270,072,816","223,682,280","513,553,846","320,434,000","482,919,691","324,145,767","305,435,670","210,433,021","184,347,164","181,810,079","133,699,809","34,849,975","51,924,640","37,367,886","6,549,147","1,293,386","2,552,943","1,877,658","17,980,029","37,583,250","2,456,717","551,524","433,945","177,524","2,082,747","31,202","4,144,112","38,483,899"
El Salvador,Food For Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,809,419",,,,,,,,,
El Salvador,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,578,446","4,946,707","6,638,877"
El Salvador,Inactive Programs,"4,706,853","2,559,893","2,345,397","1,515,262","3,063,180","1,460,828","6,985","6,860","678,062",,,,,,,,"67,577,592",,,"58,092,771",,,,,,,,,,,"318,917",,,,,,,,,,"7,208",,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"478,553",,,,"139,699",,,,"10,759","83,453",,"272,054","100,000"
El Salvador,Millennium Challenge Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,345,519","210,742,834","155,131,315","95,289,992","22,162,477"
El Salvador,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"249,335","400,022","185,193","193,306","231,873","290,652","179,109","163,152","66,693","231,840","209,529","487,612","500,709","805,879",,,"305,876","778,066","755,487","1,528,432","10,524,747","3,229,499","3,649,438"
El Salvador,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,923",,"297,091","579,983",,,,
El Salvador,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,534,624",,"1,888,493","683,687","318,917","2,473,354","32,639",,,"37,823","888,697","2,014","7,716","3,721",,,,,,,,"73,909","304,830","2,777","1,360",,"103,477","616,945","1,568,370","192,108","10,184,965","7,753,411","1,763,727","2,060,995","744,530","6,182,872","2,457,932","2,975,054","1,795,573","12,054,634"
El Salvador,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,259,699",,"13,265,264",,"1,308,642",,,,"232,992","1,724,808","12,496,352",,"18,760,254",,"9,315,565","6,333,288","28,151",,"5,308,897",,,
El Salvador,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115,745","233,454","449,254","138,166","127,304",,,"105,352",,,,"21,125","36,091",,"34,260","32,179","14,982","136,816","1,644,019","30,228","43,430"
El Salvador,Other USAID Assistance,,,,,,,"3,492,467","4,802,035","3,390,311","5,381,862","5,901,179","6,954,375","6,137,341","6,047,283","5,972,625","17,082,213","19,224,660","112,190,538","62,543,178","32,397,892","18,599,705","11,662,411","41,988,679","51,890,101","47,853,069","11,060,636","25,346,241","8,095,307","29,460,489","4,443,963","5,102,666","618,338","8,050,014","22,192,847","17,795,482","102,015,229","71,752,043","79,697,515","113,401,646","76,529,054","164,193,075","151,855,900","228,091,491","117,544,937","99,666,174","97,774,076","82,834,664","157,860,508","110,519,977","43,076,513","33,145,788","26,639,708","32,690,720","46,242,431",,,"27,190,269","37,021,411","5,269,501","6,608,185","7,579,325","5,883,371","5,829,857","6,881,195","7,928,550","12,379,861"
El Salvador,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,081"
El Salvador,Peace Corps,,,,,,,,,,,,,,,,,"1,165,131","1,726,008","2,274,297","2,792,922","4,923,451","2,120,438","2,560,285","2,937,176","2,322,965","2,212,127","1,689,749","1,619,061","2,266,191","2,734,747","2,870,249","618,338","4,008,687","3,466,243","4,016,011","1,215,058",,,,,,,,,,,,"5,797","516,084","944,143","874,225","1,324,516","1,481,417","1,911,625","2,260,631","2,508,551","2,724,580","2,963,110","2,906,077","2,479,561","2,280,441","2,728,504","2,646,074","2,524,425","3,163,885","3,334,600"
El Salvador,Title I,,,,,,,,,,,,,,,,,"3,495,393",,,,,,,,,,,,,,,,,,,"7,091,778","56,377,374","40,077,339","75,234,570","91,159,171","88,295,223","77,490,978","72,052,729","59,009,337","64,003,451","62,039,584","50,482,647","42,606,642","47,354,969",,,"33,346,320",,,"12,764,713","12,517,719","6,114,408","6,015,245",,"7,166,907","3,961,991",,,,,
El Salvador,Title II,,,,,,,,,,,"1,311,373","3,793,295","613,734","604,728",,"589,042","1,747,696","14,958,738","19,900,102","12,288,855","13,129,204","10,072,082","3,584,399","8,811,527","8,362,672","7,521,233","5,914,123","4,452,419","4,910,081","5,469,493","10,524,248","312,261","7,916,490","4,781,024","7,494,324","5,827,078","19,531,963","15,481,131","14,927,310","10,349,356","15,929,179","18,398,824","10,984,610","21,406,260","12,931,897","10,506,604","7,721,838","13,989,471","10,777,084",,,"5,943,781",,"2,186,340","4,191,676",,"1,859,758",,"2,173,901","723,646","686,647","933,777","288,880","102,101","109,548",
Equatorial Guinea,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,013","13,234","-52,704",,,,,,,
Equatorial Guinea,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265,153","258,527","8,902",,,,,
Equatorial Guinea,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"208,631","67,244","26,110","13,927","166,855","96,308"
Equatorial Guinea,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"268,033","151,731","836,402","1,150,063",,"754,412",,,,,,,,,
Equatorial Guinea,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,184",,,,,,,,"28,835"
Equatorial Guinea,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,151,808","2,013,937","1,929,092","1,860,391","2,477,672","1,988,348","1,302,096","2,102,727","1,648,089","1,597,288","1,345,708","79,706","76,562","59,703","74,778",,,,,,,,-606,,,,,,,
Equatorial Guinea,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"282,580","412,822","657,434","1,095,897","1,360,804","463,625",,,,,,,,,,,,,,,,,
Equatorial Guinea,Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"612,237","127,320","1,739,466","670,323","804,849",,,,,,,,,"218,488",,,,,,,,,,,,,,,
Eritrea,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,241,944","5,323,786","6,007,653","6,436,312","6,598,455","5,745,043","15,070",,,,,
Eritrea,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,916","89,300",,,,
Eritrea,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,746,151","6,129,927","7,946,019","7,141,638","5,693,819","2,102,412","123,002","53,795",,"96,996","54,287","30,500"
Eritrea,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,776,890",,,,,,,,,"1,188,678",,"87,686",,,,,
Eritrea,Food For Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,500,451",,,"4,755,745",,,,,,
Eritrea,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,816,487","20,809,093","1,246,439","879,818",,,"1,506,266",,,,
Eritrea,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"654,915","1,188,622",,"625,886","1,284,026","1,927,284","2,828,299",,"691,838",,,,,
Eritrea,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,233",,"187,766","183,432","180,457",,,"226,991","56,352",,,"239,458",
Eritrea,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,084,932",,,"19,515,802","6,508,577",,"30,809,946","29,857,038",,"456,617",,,,,,,
Eritrea,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,144",,,,,,,,"29,961","36,645",,,"57,501",,,,,"49,920"
Eritrea,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,506,881","11,211,695","5,363,638","11,187,023","10,084,376","15,635,744",,,"4,663,337","1,770,905","5,274,493","5,741,182","3,610,681","2,351,282","3,014,907","3,069,578",,"35,000"
Eritrea,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"384,599","1,161,102","1,184,461","1,554,767","809,660","122,541",,,,,,,,,,,
Eritrea,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,764,713",,"12,228,816","12,030,490","10,625,376","5,514,541",,,,,,
Eritrea,Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,519,525","5,626,314","2,965,288","1,193,909","68,291","928,760","3,205,412","3,635,872","6,697,735","79,310,338","74,847,229","143,055,054","2,616,061",,,,
Estonia,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,014,575","1,407,566","1,311,527","45,953",,,"199,941"
Estonia,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,304",
Estonia,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,008",,,,,,,,"82,729",,,,,,
Estonia,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"427,618","375,532",,"240,610","276,938",,,"124,818",,"190,418",,"370,000"
Estonia,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,233",,"135,229",,,"353,537","57,450","66,762","215,321","23,875","8,254,082","9,799,051","6,503,389"
Estonia,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,015",,"24,422",,"54,526","146,194","40,006","94,102",,"39,571",,"13,452",,,"1,144,413","990,303","1,031,792","1,357,715","1,415,124","1,249,432",
Estonia,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,445",,"3,219,543","66,693",,,,,,"300,762",,,,,,,,
Estonia,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"810,953","954,801","831,177","903,710","448,737",,,,,,,,
Estonia,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,492,055",,,,,,,,,,,,,,,,,,
Ethiopia,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,932,001","33,128,142","35,620,769","56,286,869","35,052,226","47,381,881","20,883,793","27,574,506","29,601,605","1,496,897",,
Ethiopia,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,599",,,,,,
Ethiopia,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,576,244","15,951,329","19,860,352","35,808,540","26,983,298","22,533,502","38,663,671","33,771,877","36,014,874","39,399,027","88,488,815","86,307,046"
Ethiopia,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,"16,757,530",,,"1,536,171",,,,,,,,,,,,,,,,,,,,,,,,,"4,347,617",,,,,,,,,,,"6,244,908","5,802,494","8,835,394","5,076,107","11,674,432","4,404,512","2,015,213","1,273,367"
Ethiopia,Food For Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,138,555",,,,,,,"4,390","3,966,513","3,305,487"
Ethiopia,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,830,616","53,128,232","81,451,616","169,735,078","21,985,248","13,541,010","3,649,573"
Ethiopia,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"303,898,558","342,141,344","325,995,728"
Ethiopia,Inactive Programs,"3,765,482","3,413,190",,,,"726,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,586,772",,,"1,832,673","1,241,465","1,197,330","890,146","1,670,122","5,362,448","9,175,425","10,756,228","15,069,101","19,100,000"
Ethiopia,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,534",,,"53,354",,,,,,,,,,,,,,
Ethiopia,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"654,915","1,577,931",,"312,943",,"1,533,887","353,537",,"334,923","982,867","991,297",,"951,471","1,000,164"
Ethiopia,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,600",,"28,252",,,,,,,"513,086","1,650,992","3,491,117","6,061,316","7,898,321","13,875,707","10,346,846","11,340,832","10,135,639","6,181,245","11,694,802","8,837,244","6,985,947"
Ethiopia,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,283,647",,,"28,619,345","50,934,948","60,447,073","52,695,128","33,337,783","13,229,014","12,803,875","42,268,240","117,953,256","27,619,210","1,920,968",,,,,,"12,922,079",,
Ethiopia,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,437","313,675","35,374","189,085","33,990","128,119","62,872","276,895","63,351",,"49,215","165,588","37,897","159,731","680,141","392,960","1,953,788","1,617,010","736,061","724,484"
Ethiopia,Other USAID Assistance,,,,,,,"8,381,921","10,290,074","17,629,616","27,582,044","19,014,909","60,692,727","30,072,973","39,912,065","28,668,599","227,959,185","39,031,885","57,533,609","29,565,866","34,632,229","193,108,702","72,094,902","33,283,709","84,199,032","72,476,493","90,254,791","131,378,018","35,619,352","78,183,605","58,797,051","17,859,329","3,092","2,738,726","14,537,649","8,456,520",,,,,,"855,923",,,"1,196,809","1,009,654","554,035","1,241,620","61,720,214","53,217,628","45,155,015","33,571,345","45,503,054","40,011,356","51,052,533",,,"12,231,531","5,692,906","41,885,085","64,142,318","77,440,603","20,862,527","26,941,471","44,529,755","61,638,428","32,124,054"
Ethiopia,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,615"
Ethiopia,Peace Corps,,,,,,,,,,,,,,,,,"2,912,827","13,232,730","19,331,528","21,784,789","24,617,257","14,312,959","12,289,370","12,727,761","9,291,858","9,290,934","4,646,811","8,904,838","6,798,574","4,785,806","2,232,416","309,169","370,900",,,,,,,,,,,,,,,,,,"1,307,939","1,425,889","1,632,047","1,771,939","668,871",,,,,,,,"530,704","697,028","967,302","2,062,900"
Ethiopia,Title I,,,,,,,,,,,,,,,,,,"8,630,041",,,"14,770,354","10,072,082",,,,,,,,,"10,843,164",,,,,,,,,,,,,,,,,,,"753,926",,"498,861",,"232,809",,,,,"6,289,969",,"2,883,184",,"7,503,057",,"4,410,168","12,103,952"
Ethiopia,Title II,,,,,,,"6,985",,,,"6,557","6,322","6,137","16,327,663","18,515,137","17,082,213","11,651,309","5,178,025","3,411,446","1,675,753","20,240,855","4,240,877","512,057","4,895,293","6,039,708","3,981,829","3,379,499","4,047,654","52,503,879","17,775,853","12,118,831","1,236,677","13,652,087","14,034,530","32,297,886","35,373,790","10,666,513","5,002,619","5,440,038","18,159,279","156,642,933","137,977,970","10,397,895","84,163,937","43,635,953","110,959,802","76,397,569","189,461,014","82,334,979","92,154,442","74,625,542","58,713,265","52,891,824","82,458,274","88,497,625","176,444,002","149,580,803","101,066,220","572,629,572","328,726,441","547,305,899","157,715,037","189,711,761","573,271,045","416,368,431","486,834,797"
Eurasia (not specified),Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"611,441","481,220",,"2,298,017","1,112,700","2,623,054",,"252,835",,
Eurasia (not specified),Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,391,564","13,338,169","7,836,899","2,309,603","2,245,154","42,970,499","29,340,335","25,959,500","118,275,791","103,568,451","109,312,739","105,644,736","90,360,262","201,293,334","231,108,002",
Eurasia (not specified),Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,181,584",,"165,313",,,,"71,000"
Eurasia (not specified),Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179,617,431","140,303,984",,,,,"19,400,790",,"25,035","794,873","1,443,659","13,651,306","2,545,953","445,080","8,439,591","3,090,369","2,271,754","1,923,812","1,207,148"
Eurasia (not specified),Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,021",,
Eurasia (not specified),Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,620,348","803,156","11,169,017"
Eurasia (not specified),Inactive Programs,"811,461,421","855,004,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia (not specified),Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,693","4,387,928","873,272","7,463,730","12,836,157","14,323,320",,"5,926,381","412,264",,"5,086,087",,"765,597",,
Eurasia (not specified),Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,725",,,,"80,553","1,688,749","1,990,500"
Eurasia (not specified),"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,185,615","22,538,703","26,760,049","63,515",,
Eurasia (not specified),Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,260,323","4,984,188","2,290,261","3,292,904","5,953,204","13,917,150","6,183,562","27,970,987","6,455","1,570,753","1,243,594",,"160,881"
Eurasia (not specified),Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,294,785",,,,,,,"6,456,818","4,954,672",,,"16,528,979","15,902,400",,,,,,
Eurasia (not specified),Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,496,105",,,,,,,"162,943","342,847","114,696","307,550","8,535,714","331,812","3,045,615","1,139,817","2,007,400","1,325,847","3,433,922","2,073,818","443,937","678,570"
